metric,mean,std,p05,p50,p95
cate_mens,0.86407491050266,3.4546314713284234,-2.2025044161115606,0.158211822786132,6.130111308300712
cate_womens,0.4462995687600421,2.925996674515894,-2.7614023801704155,0.09134999274347422,4.439854353051991
max_dprofit,0.63296123052026,1.5640798555608972,-0.7191328058274874,0.2743857129954056,3.124598580527236
